6	1007
39	1472
2	56
4	112
2	71
2	53
3	137
8	249
3	92
8	323
1	33
5	176
8	280
1	47
1	43
4	148
1	47
1	37
3	138
30	1274
1	37
61	2342
2	65
3	109
1	42
1	49
2	58
1	41
67	2902
188	10200
50	4795
5	137
1	73
1	73
135	9558
4	68
6	129
10	279
4	54
9	247
50	1685
40	1090
150	19269
1	46
2	974
1	230
13	667
16	2080
1	51
69	2331
1	53
3	7580
2	1036
2	1495
384	26263
2443	84452
1	39
14	653
3	76
2	1264
6	278
1	63
17	1093
996	71314
2	1182
58	226601
453	32246
14	357
1	42
227	13807
2	2457
2	4386
2	2182
956	45743
3	6847
3	7309
62	4021
363	23837
137	12879
2	1759
1	42
3	8046
1	73
41	1206
3564	262703
4	82
6	216
104	5323
2	2303
3	5971
128	8802
17	66484
4	9042
2	1217
2	5810
1	783
8	26423
1	52
1	51
2	756
2	931
2	1051
2	725
2	854
2	731
1	267
1	49
1	78
40	2587
2	54
14	944
1	66
40	2308
2	50
1	67
1	89
1	49
1	66
1	66
1	66
1	47
1	53
33	2265
1	57
1	66
8	386
1	53
9	496
14	911
1	66
13	840
21	1479
28	2035
12	759
13	827
1	39
11	674
1	66
1	66
1	66
7	357
1	112
1	66
1	66
1	49
11	635
1	66
7	350
1	112
9	513
1	66
1	59
1	66
2	56
2	56
1	66
15	993
1	66
8	431
1	134
9	516
10	462
10	463
8	348
1	111
1	66
31	1947
1	89
1	77
10	533
16	961
1	66
13	720
1	66
9	413
1	112
11	594
1	66
1	66
16	466
2	57
17	501
2	67
2	51
1	100
10	383
8	271
13	833
1	77
5	191
15	994
1	66
13	841
1	66
1	111
7	355
1901	119695
1	38
1	29
373	14902
75	2478
2	1718
1	54
61	5623
11	2883
